Easting,Northing,TreeID,SiteID,Abbreviation
333881.6318,3981870.413,SPC17,86,SPC
354654.1797,3981878.501,VSAW008,120,VSA
354152.184,3981880.501,VSAW012,120,VSA
333856.4569,3981882.522,SPC16,86,SPC
333784.1667,3981889.011,SPC12,86,SPC
333783.3417,3981895.481,SPC15,86,SPC
333652.9953,3981897.41,SPC07,86,SPC
333642.3295,3981908.228,SPC09,86,SPC
333642.3295,3981908.228,SPC31,86,SPC
333696.0623,3981944.627,SPC10,86,SPC
333462.9001,3981960.23,SPC05,86,SPC
333365.5941,3982013.324,SPC03,86,SPC
333357.9916,3982063.424,SPC04,86,SPC
354986.1769,3982141.502,VSAW009,120,VSA
342719.216,3982213.518,BLC-1,9,BLC
364594.0932,3982226.499,VSANE197,120,VSA
342843.608,3982233.912,BLC-11,9,BLC
342779.993,3982242.262,BLC-8,9,BLC
378218.2376,3982242.667,MSC-4,42,MSC
378187.9719,3982247.32,MSC-8,42,MSC
363725.1008,3982247.499,VSANE281,120,VSA
342817.655,3982250.447,BLC-9,9,BLC
378211.0374,3982252.363,MSC-3,42,MSC
378208.6561,3982254.06,MSC-5,42,MSC
378199.2496,3982254.209,MSC-2,42,MSC
342731.22,3982261.333,BLC-3,9,BLC
363444.1032,3982261.499,VSANE408,120,VSA
342761.987,3982261.818,BLC-7,9,BLC
342726.724,3982262.615,BLC-2,9,BLC
342654.494,3982263.834,BLC-12,9,BLC
342829.17,3982263.89,BLC-10,9,BLC
342669.387,3982276.939,BLC-5,9,BLC
342627.317,3982279.448,BLC-6,9,BLC
378196.9537,3982282.68,MSC-6,42,MSC
364723.0922,3982286.499,VSANE400,120,VSA
364487.094,3982288.499,VSANE222,120,VSA
366466.105,3982293.505,VTW009,116,VTW
342721.987,3982296.322,BLC-4,9,BLC
378196.6977,3982302.173,MSC-7,42,MSC
364622.0928,3982321.499,VSANE204,120,VSA
361897.1166,3982322.5,VSANC367,120,VSA
364606.0929,3982331.499,VSANE207,120,VSA
378149.7307,3982362.956,MSC-9,42,MSC
355130.1757,3982379.503,VSAW015,120,VSA
355130.1757,3982384.503,VSAW017,120,VSA
361881.1167,3982401.5,VSANC604,120,VSA
361278.1219,3982477.501,VSANC345,120,VSA
362139.1143,3982494.501,VSANC338,120,VSA
359418.1382,3982539.502,VSANW608,120,VSA
361226.1222,3982590.501,VSANC605,120,VSA
331711.5861,3982622.181,SNS16,85,SNS
331708.8513,3982625.396,SNS17,85,SNS
359179.1401,3982700.502,VSANW319,120,VSA
360375.1295,3982781.502,VSANC351,120,VSA
332269.9239,3982978.257,SNS30,85,SNS
332268.4114,3982985.499,SNS29,85,SNS
332276.4395,3982992.596,SNS26,85,SNS
331513.8232,3983100.564,SNS13,85,SNS
358187.1486,3983288.505,VSANW702,120,VSA
355318.1742,3983297.506,VSAW021,120,VSA
332131.8504,3983315.384,SNS79,85,SNS
332131.8504,3983315.384,SNS81,85,SNS
331553.695,3983331.346,SNS14,85,SNS
331366.7156,3983386.941,SNS03,85,SNS
355270.1746,3983393.506,VSAW016,120,VSA
355240.1749,3983430.506,VSAW018,120,VSA
355228.175,3983432.506,VSAW020,120,VSA
331163.9118,3983515.958,SNS55,85,SNS
331099.0565,3983528.912,SNS50,85,SNS
331967.5178,3983588.059,SNS78,85,SNS
352040.9905,3983719.772,TWC141,126,TWC2
352045.3303,3983719.792,TWC142,126,TWC2
352027.02,3983724.118,TWC132,126,TWC2
352046.7944,3983726.407,TWC140,126,TWC2
352033.7134,3983726.6,TWC10,126,TWC2
352014.8811,3983728.628,TWC135,126,TWC2
352018.014,3983730.668,TWC134,126,TWC2
351987.891,3983733.278,TWC143,126,TWC2
352054.2784,3983733.638,TWC13,126,TWC2
352012.0026,3983735.001,TWC101,126,TWC2
352012.0026,3983735.001,TWC120,126,TWC2
352012.0026,3983735.001,TWC70,126,TWC2
352012.0026,3983735.001,TWC71,126,TWC2
352012.0026,3983735.001,TWC73,126,TWC2
352012.0026,3983735.001,TWC76,126,TWC2
352012.0026,3983735.001,TWC83,126,TWC2
352012.0026,3983735.001,TWC85,126,TWC2
352012.0026,3983735.001,TWC86,126,TWC2
352012.0026,3983735.001,TWC87,126,TWC2
352012.0026,3983735.001,TWC89,126,TWC2
352012.0026,3983735.001,TWC90,126,TWC2
352012.0026,3983735.001,TWC91,126,TWC2
352012.0026,3983735.001,TWC96,126,TWC2
352007.4575,3983737.571,TWC158,126,TWC2
351996.464,3983738.714,TWC148,126,TWC2
352017.5986,3983738.776,TWC151,126,TWC2
352006.9648,3983739.745,TWC157,126,TWC2
352013.9452,3983740.847,TWC153,126,TWC2
352023.9311,3983741.776,TWC137,126,TWC2
352015.9229,3983742.032,TWC155,126,TWC2
352026.6433,3983742.13,TWC130,126,TWC2
352056.7095,3983742.898,TWC14,126,TWC2
351994.6433,3983743.264,TWC22,126,TWC2
352025.9255,3983744.43,TWC139,126,TWC2
352008.107,3983745.186,TWC146,126,TWC2
352061.3221,3983747.498,TWC15,126,TWC2
351991.044,3983751.286,TWC144,126,TWC2
352015.6289,3983752.416,TWC156,126,TWC2
352252.2733,3983959.817,TWC1,127,TWC3
352258.0166,3983964.212,TWC2,127,TWC3
352291.8735,3983968.387,TWC68,127,TWC3
352264.11,3983969.69,TWC3,127,TWC3
352313.8314,3983979.216,TWC66,127,TWC3
352310.0793,3983986.198,TWC7,127,TWC3
352252.968,3983990.302,TWC61,127,TWC3
352300.6589,3984001.348,TWC102,127,TWC3
352271.0051,3984007.995,TWC160,127,TWC3
352259.2295,3984023.743,TWC60,127,TWC3
352308.4064,3984038.663,TWC65,127,TWC3
384841.5033,3984146.339,JPE-11,44,JPE
384832.6421,3984158.12,JPE-10,44,JPE
384864.0175,3984183.432,JPE-5,44,JPE
384864.0175,3984183.432,JPE-6,44,JPE
384867.7764,3984185.916,JPE-3,44,JPE
384730.4885,3984188.493,JPE-7,44,JPE
384841.4534,3984195.266,JPE-2,44,JPE
384740.3709,3984203.025,JPE-9,44,JPE
384740.1036,3984203.266,JPE-8,44,JPE
384809.1221,3984205.915,JPE-4,44,JPE
384776.7914,3984220.04,JPE-1,44,JPE
331736.0917,3985190.061,SNN1,84,SNN
331734.8692,3985196.854,SNN2,84,SNN
331681.4944,3985230.392,SNN5,84,SNN
333613.3619,3985638.584,SNN15,84,SNN
333613.3619,3985638.584,SNN16,84,SNN
331294.3856,3985793.928,SNN43,84,SNN
333003.3692,3985807.651,SNN20,84,SNN
331312.1417,3985813.691,SNN42,84,SNN
333001.8655,3985832.426,SNN19,84,SNN
331890.934,3985945.009,SNN80,84,SNN
331837.0913,3985949.184,SNN83,84,SNN
331230.8195,3985967.861,SNN93,84,SNN
331237.5154,3986015.988,SNN49,84,SNN
331540.0837,3986025.326,SNN92,84,SNN
331838.3162,3986176.065,SNN91,84,SNN
331839.6681,3986178.387,SNN90,84,SNN
332790.5222,3986200.939,SNN37,84,SNN
332784.1641,3986206.553,SNN39,84,SNN
332706.888,3986212.131,SNN33,84,SNN
332715.6299,3986214.739,SNN32,84,SNN
332703.3927,3986230.286,SNN31,84,SNN
332734.0141,3986265.806,SNN35,84,SNN
366376.7351,3986296.897,MRI-3,19,MRI
366376.7351,3986296.897,MRI-3,49,MRI
366376.7351,3986296.897,MRI-3,50,
366389.2417,3986305.232,MRI-1,19,MRI
366389.2417,3986305.232,MRI-1,49,MRI
366389.2417,3986305.232,MRI-1,50,
332416.8674,3986305.977,SNN11,84,SNN
366382.2958,3986309.85,MRI-2,49,MRI
366382.2958,3986309.85,MRI-2,50,
332382.9299,3986313.616,SNN12,84,SNN
366364.74,3986319.215,MRI-4,19,MRI
366364.74,3986319.215,MRI-4,49,MRI
366364.74,3986319.215,MRI-4,50,
366363.8318,3986320.745,MRI-5,19,MRI
366363.8318,3986320.745,MRI-5,49,MRI
366363.8318,3986320.745,MRI-5,50,
332356.6177,3986328.656,SNN13,84,SNN
366193.564,3986370.974,MRI-10,19,MRI
366193.564,3986370.974,MRI-10,49,MRI
366193.564,3986370.974,MRI-10,50,
366231.8787,3986372.202,MRI-7,19,MRI
366231.8787,3986372.202,MRI-7,49,MRI
366231.8787,3986372.202,MRI-7,50,
366257.4592,3986373.828,MRI-6,19,MRI
366257.4592,3986373.828,MRI-6,49,MRI
366257.4592,3986373.828,MRI-6,50,
366227.8208,3986374.076,MRI-8,19,MRI
366227.8208,3986374.076,MRI-8,49,MRI
366227.8208,3986374.076,MRI-8,50,
366208.9895,3986376.619,MRI-9,19,MRI
366208.9895,3986376.619,MRI-9,49,MRI
366208.9895,3986376.619,MRI-9,50,
332287.0783,3986403.116,SNN14,84,SNN
379483.0032,3986722.304,GAM23,104,GAM
379502.2211,3986767.589,GAM18,104,GAM
345758,3986775,RPN-7,10,RPN
345774,3986780,RPN-5,10,RPN
379551.0368,3986780.619,GAM17,104,GAM
345800,3986788,RPN-4,10,RPN
345773,3986789,RPN-6,10,RPN
380458.2532,3986792.999,GAM24,104,GAM
380432.3203,3986794.036,GAM20,104,GAM
345855,3986806,RPN-3,10,RPN
379436.0284,3986814.635,GAM21,104,GAM
345858,3986815,RPN-1,10,RPN
345862,3986824,RPN-2,10,RPN
345801,3986826,RPN-8,10,RPN
379593.1529,3986830.834,GAM19,104,GAM
379450.607,3986837.313,GAM22,104,GAM
345803,3986842,RPN-9,10,RPN
345808,3986920,RPN-10,10,RPN
380426.6461,3986921.165,GAM13,104,GAM
380432.2299,3986923.594,GAM12,104,GAM
380469.6644,3986934.075,GAM25,104,GAM
380442.6943,3986951.709,GAM11,104,GAM
380389.2298,3986976.595,GAM10,104,GAM
380543.2315,3987044.596,GAM14,104,GAM
345768,3987071,RPN-11,10,RPN
380559.2321,3987135.597,GAM16,104,GAM
380645.3531,3987338.631,GAM09,104,GAM
380880.8309,3987338.632,GAM15,104,GAM
381003.9218,3987376.095,GAM08,104,GAM
380377.0515,3988059.258,GAM05,104,GAM
340397.517,3988090.298,APW-11,13,APW
380430.4702,3988094.87,GAM07,104,GAM
340400.156,3988108.985,APW-10,13,APW
340367.627,3988122.098,APW-9,13,APW
380401.9804,3988123.36,GAM06,104,GAM
380420.525,3988162.959,GAM04,104,GAM
340221.625,3988163.816,APW-8,13,APW
340180.059,3988175.115,APW-7,13,APW
340127.44,3988211.584,APW-6,13,APW
340199.867,3988222.341,APW-4,13,APW
340153.655,3988245.34,APW-5,13,APW
340212.629,3988290.557,APW-3,13,APW
340229.079,3988292.016,APW-1,13,APW
380754.5454,3988561.395,GAM02,104,GAM
380818.6481,3988653.988,GAM03,104,GAM
380750.9847,3988675.355,GAM01,104,GAM
357401.0451,3989223.531,UCC-7,20,UCC
357398.2573,3989224.816,UCC-8,20,UCC
357392.5818,3989224.945,UCC-11,20,UCC
357396.5086,3989228.117,UCC-9,20,UCC
357395.3494,3989230.725,UCC-10,20,UCC
357363.5982,3989239.101,UCC-12,20,UCC
357416.6659,3989242.935,UCC-6,20,UCC
357423.3157,3989250.076,UCC-5,20,UCC
357470.783,3989270.683,UCC-3,20,UCC
357455.8899,3989272.016,UCC-2,20,UCC
357298.6513,3989286.149,UCC-13,20,UCC
357456.6449,3989305.531,UCC-1,20,UCC
357319.438,3989308.262,UCC-15,20,UCC
364147.1136,3990147.584,CHB04,70,CHB
364131.1137,3990149.584,CHB02,70,CHB
364158.1135,3990157.584,CHB06,70,CHB
364370.1116,3990180.585,CHB13,70,CHB
364280.1125,3990189.585,CHB17,70,CHB
364398.1115,3990199.585,CHB11,70,CHB
364179.1135,3990201.585,CHB12,70,CHB
364200.1133,3990206.585,CHB14,70,CHB
364217.1133,3990238.586,CHB16,70,CHB
364387.1117,3990240.586,CHB07,70,CHB
363867.1166,3990246.585,CHB18,70,CHB
364338.1123,3990272.586,CHB01,70,CHB
364385.1121,3990311.587,CHB10,70,CHB
355671.433,3990906.144,CYC-6,7,CYC
355671.433,3990906.144,CYC-6,48,CYC
355671.433,3990906.144,CYC-6,50,
355685.8,3990933.758,CYC-7,7,CYC
355685.8,3990933.758,CYC-7,48,CYC
355685.8,3990933.758,CYC-7,50,
355735.84,3991057.301,CYC-9,7,CYC
355735.84,3991057.301,CYC-9,48,CYC
355735.84,3991057.301,CYC-9,50,
355790.78,3991068.547,CYC-8,7,CYC
355790.78,3991068.547,CYC-8,48,CYC
355790.78,3991068.547,CYC-8,50,
355673.066,3991098.871,CYC-10,7,CYC
355673.066,3991098.871,CYC-10,48,CYC
355673.066,3991098.871,CYC-10,50,
355557.396,3991108.359,CYC-1,7,CYC
355557.396,3991108.359,CYC-1,48,CYC
355557.396,3991108.359,CYC-1,50,
351695.8677,3991122.738,VCW-7,25,VCW
351879.3109,3991124.889,VCW-9,25,VCW
351859.9234,3991141.768,VCW-8,25,VCW
355486.586,3991147.197,CYC-5,48,CYC
351901.8751,3991168.929,VCW-10,25,VCW
355521.201,3991171.166,CYC-4,7,CYC
355521.201,3991171.166,CYC-4,48,CYC
355521.201,3991171.166,CYC-4,50,
351684.4744,3991177.173,VCW-6,25,VCW
355520.153,3991189.547,CYC-2,7,CYC
355520.153,3991189.547,CYC-2,48,CYC
355520.153,3991189.547,CYC-2,50,
351786.5163,3991215.338,VCW-11,25,VCW
351747.1695,3991220.6,VCW-1,25,VCW
351754.8993,3991236.308,VCW-2,25,VCW
351669.5367,3991294.583,VCW-5,25,VCW
351690.4404,3991296.356,VCW-3,25,VCW
351680.8279,3991306.024,VCW-4,25,VCW
348747.777,3994375.669,MPB35,77,MPB
348347.5266,3994502.433,MPB13,77,MPB
349122.0277,3994684.017,MPB34,77,MPB
347725.7856,3994871.639,MPB4,77,MPB
347724.8196,3994883.418,MPB2,77,MPB
347711.0178,3995063.421,MPB7,77,MPB
348379.5053,3995178.761,MPB30,77,MPB
347654.7237,3995306.526,MPB8,77,MPB
347654.7237,3995306.526,MPB9,77,MPB
347642.2934,3995353.014,MPB12,77,MPB
366985.1481,3995479.668,SECO 6,83,SECO
366992.1482,3995479.669,SECO 5,83,SECO
348591.8304,3995488.45,MPB33,77,MPB
367075.149,3995489.669,SECO 1,83,SECO
367026.1486,3995505.669,SECO 2,83,SECO
367022.1486,3995509.669,SECO 3,83,SECO
367008.1485,3995518.669,SECO 7,83,SECO
366966.1482,3995527.669,SECO 13,83,SECO
367008.1486,3995531.669,SECO 4,83,SECO
367055.1491,3995547.67,SECO 15,83,SECO
368010.1581,3995577.672,POL2,80,POL
368015.1581,3995577.672,POL1,80,POL
348003.2829,3995587.31,MPB26,77,MPB
348526.4999,3995600.877,MPB18,77,MPB
367011.1489,3995608.67,SECO 8,83,SECO
367027.1491,3995616.671,SECO 9,83,SECO
348154.3766,3995705.084,MPB24,77,MPB
367054.1497,3995708.672,SECO 14,83,SECO
367064.1498,3995714.672,SECO 12,83,SECO
367069.1499,3995718.672,SECO 11,83,SECO
367062.1498,3995722.672,SECO 10,83,SECO
348262.6166,3995787.54,MPB22,77,MPB
361950.677,3995939.111,BQC-9,14,BQC
361942.248,3995951.652,BQC-8,14,BQC
361955.093,3995962.231,BQC-7,14,BQC
357307.2803,3995990.709,MLN-9,27,MLN
357313.2104,3995990.815,MLN-8,27,MLN
357428.2296,3996001.553,MLN-7,27,MLN
357450.3434,3996029.599,MLN-6,27,MLN
361734.215,3996035.749,BQC-2,14,BQC
361738.348,3996040.881,BQC-1,14,BQC
357461.8011,3996046.574,MLN-4,27,MLN
361782.306,3996049.247,BQC-3,14,BQC
357462.4879,3996072.157,MLN-5,27,MLN
357200.6496,3996087.54,MLN-10,27,MLN
357301.9041,3996095.449,MLN-3,27,MLN
357290.8801,3996110.608,MLN-2,27,MLN
357219.5969,3996115.562,MLN-11,27,MLN
361814.622,3996143.79,BQC-6,14,BQC
361766.314,3996153.577,BQC-4,14,BQC
357156.5081,3996171.997,MLN-1,27,MLN
361795.653,3996177.099,BQC-5,14,BQC
352947.793,3997249.201,CYB-10,8,CYB
352947.793,3997249.201,CYB-10,50,
352868.872,3997265.268,CYB-5,8,CYB
352868.872,3997265.268,CYB-5,50,
353067.435,3997288.135,CYB-9,8,CYB
353067.435,3997288.135,CYB-9,50,
353060.795,3997291.132,CYB-7,8,CYB
353060.795,3997291.132,CYB-7,50,
353061.053,3997291.479,CYB-8,8,CYB
353061.053,3997291.479,CYB-8,50,
352919.065,3997322.808,CYB-6,8,CYB
352919.065,3997322.808,CYB-6,50,
352845.862,3997369.33,CYB-3,8,CYB
352845.862,3997369.33,CYB-3,50,
353042.43,3997386.146,CYB-11,8,CYB
353042.43,3997386.146,CYB-11,50,
352797.26,3997403.122,CYB-4,8,CYB
352797.26,3997403.122,CYB-4,50,
352960.489,3997442.08,CYB-1,8,CYB
352960.489,3997442.08,CYB-1,50,
352961.224,3997467.57,CYB-2,8,CYB
352961.224,3997467.57,CYB-2,50,
358518.5069,3999703.637,MSP-6,26,MSP
358518.5069,3999703.637,MSP-6,50,
358580.9435,3999721.176,MSP-10,26,MSP
358580.9435,3999721.176,MSP-10,50,
358565.0287,3999733.361,MSP-9,26,MSP
358332.8147,3999740.765,MSP-8,26,MSP
358332.8147,3999740.765,MSP-8,50,
358304.0968,3999751.605,MSP-5,26,MSP
358304.0968,3999751.605,MSP-5,50,
358358.7681,3999752.809,MSP-7,26,MSP
358358.7681,3999752.809,MSP-7,50,
358490.7046,3999761.786,MSP-1,26,MSP
358490.7046,3999761.786,MSP-1,50,
358301.6522,3999791.442,MSP-4,26,MSP
358301.6522,3999791.442,MSP-4,50,
358309.658,3999793.901,MSP-3,26,MSP
358309.658,3999793.901,MSP-3,50,
358445.0867,3999800.861,MSP-2,26,MSP
358445.0867,3999800.861,MSP-2,50,
364431.1623,4002370.763,CPE12,72,CPE
364455.1622,4002409.764,CPE10,72,CPE
364404.1249,4002418.026,CPE11,72,CPE
364415.8266,4002441.43,CPE09,72,CPE
364474.3345,4002449.232,CPE07,72,CPE
364396.163,4002460.764,CPE08,72,CPE
364435.1627,4002472.765,CPE06,72,CPE
364494.1622,4002487.765,CPE04,72,CPE
364411.9263,4002499.939,CPE05,72,CPE
364458.7326,4002511.641,CPE03,72,CPE
364420.163,4002523.765,CPE02,72,CPE
365442.1618,4002569.769,CPE27,72,CPE
365406.567,4002574.054,CPE01,72,CPE
365294.6438,4002576.179,CPE28,72,CPE
365336.1607,4002577.769,CPE25,72,CPE
365371.4617,4002577.955,CPE26,72,CPE
365285.1604,4002616.77,CPE21,72,CPE
365387.1614,4002620.77,CPE23,72,CPE
365336.3565,4002620.862,CPE22,72,CPE
365429.9708,4002620.862,CPE24,72,CPE
365332.161,4002651.77,CPE18,72,CPE
365289.5495,4002652.066,CPE17,72,CPE
365332.1612,4002694.771,CPE14,72,CPE
365414.162,4002694.771,CPE16,72,CPE
365297.3508,4002694.973,CPE13,72,CPE
365375.3628,4002694.973,CPE15,72,CPE
354377.2998,4012917.834,MEPS 2,76,MEPS
354393.3,4012946.834,MEPS 1,76,MEPS
354446.3003,4013011.836,MEPS 3,76,MEPS
354455.3014,4013116.839,MEPS 5,76,MEPS
354472.3013,4013124.839,MEPS 6,76,MEPS
354479.3015,4013139.84,MEPS 8,76,MEPS
354497.3014,4013147.84,MEPS 4,76,MEPS
354667.3009,4013238.844,CDPH1,69,CDPH
354486.3027,4013248.842,MEPS 7,76,MEPS
354649.3013,4013253.844,CDPH2,69,CDPH
354645.3016,4013276.844,CDPH3,69,CDPH
354623.3019,4013289.844,CDPH5,69,CDPH
354636.3019,4013296.845,CDPH4,69,CDPH
354711.3013,4013306.846,CDPH8,69,CDPH
354636.3025,4013347.846,CDPH7,69,CDPH
354546.3035,4013364.846,CDPH6,69,CDPH
322735.0537,4019348.025,LJA03,75,LJA
322789.2353,4019397.105,LJA04,75,LJA
322292.2033,4019408.156,LJA06,75,LJA
322710.8787,4019409.559,LJA05,75,LJA
322445.9588,4019436.855,LJA08,75,LJA
322544.5402,4019451.712,LJA01,75,LJA
322469.4301,4019488.056,LJA07,75,LJA
324144.6396,4019718.358,CON08,71,CON
324194.7951,4019741.956,CON07,71,CON
324145.6411,4019780.358,CON06,71,CON
324075.6436,4019857.36,CON04,71,CON
324018.6749,4019861.543,CON05,71,CON
324235.6426,4019870.356,CON02,71,CON
324167.8286,4019911.159,CON01,71,CON
325560.732,4023167.97,LGU12,106,LGU
325297.0162,4023292.287,LGU10,106,LGU
325392.4586,4023313.971,LGU13,106,LGU
325392.1458,4023396.846,LGU02,106,LGU
325400.6243,4023487.579,LGU01,106,LGU
325290.7388,4023575.189,LGU03,106,LGU
325118.0681,4023641.744,LGU06,106,LGU
325318.9908,4023643.629,LGU04,106,LGU
325290.1239,4023709.878,LGU05,106,LGU
324912.7199,4023808.465,LGU11,106,LGU
